Target Time,Load Intensity,Successful Transactions,Failed Transactions,Dropped Transactions,Avg Response Time,Final Batch Dispatch Time,02.02.2024;13:11:34677
124.5,0.0,0,103,0,0.0,124.5
125.5,0.0,0,80,0,0.0,125.5
126.5,0.0,0,116,0,0.0,126.5
127.5,0.0,0,63,0,0.0,127.5
128.5,0.0,0,68,0,0.0,128.5
129.5,0.0,0,70,0,0.0,129.5
130.5,0.0,0,80,0,0.0,130.5
131.5,0.0,0,81,0,0.0,131.5
132.5,0.0,0,94,0,0.0,132.5
133.5,0.0,0,89,0,0.0,133.5
134.5,0.0,0,66,0,0.0,134.5
135.5,0.0,0,98,0,0.0,135.5
136.5,0.0,0,37,0,0.0,136.5
