Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/tools.descartes.teastore.webui/loginAction?username=user2&password=password,327,0,710.0,723.557881214987,91.66691699647345,2016.2143750058021,9328.0,9.010382239355605,0.0,710,830,900,1000,1100,1200,1400,1500,2000,2000,2000
GET,/tools.descartes.teastore.webui/product?id=100,1,0,1168.968916987069,1168.968916987069,1168.968916987069,1168.968916987069,104030.0,0.02755468574726485,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/tools.descartes.teastore.webui/product?id=101,1,0,2007.9030410270207,2007.9030410270207,2007.9030410270207,2007.9030410270207,105969.0,0.02755468574726485,0.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
GET,/tools.descartes.teastore.webui/product?id=102,2,0,850.0,1173.652541503543,847.2101250081323,1500.0949579989538,106383.0,0.0551093714945297,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/tools.descartes.teastore.webui/product?id=103,1,0,1201.4069170108996,1201.4069170108996,1201.4069170108996,1201.4069170108996,105082.0,0.02755468574726485,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/tools.descartes.teastore.webui/product?id=107,1,0,440.4728749941569,440.4728749941569,440.4728749941569,440.4728749941569,105048.0,0.02755468574726485,0.0,440,440,440,440,440,440,440,440,440,440,440
GET,/tools.descartes.teastore.webui/product?id=108,2,0,940.0,1168.3686664910056,937.7071249764413,1399.0302080055699,105253.0,0.0551093714945297,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/tools.descartes.teastore.webui/product?id=109,1,0,949.1876660031267,949.1876660031267,949.1876660031267,949.1876660031267,104563.0,0.02755468574726485,0.0,950,950,950,950,950,950,950,950,950,950,950
GET,/tools.descartes.teastore.webui/product?id=110,1,0,620.6846249988303,620.6846249988303,620.6846249988303,620.6846249988303,104991.0,0.02755468574726485,0.0,620,620,620,620,620,620,620,620,620,620,620
GET,/tools.descartes.teastore.webui/product?id=112,3,0,1200.0,1167.870069000249,962.2017910005525,1382.0038750127424,105589.0,0.08266405724179456,0.0,1200,1200,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/tools.descartes.teastore.webui/product?id=113,2,0,433.53629199555144,1021.5247084852308,433.53629199555144,1609.5131249749102,104295.0,0.0551093714945297,0.0,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
GET,/tools.descartes.teastore.webui/product?id=114,2,0,820.0,859.072292005294,818.8523749995511,899.2922090110369,102906.0,0.0551093714945297,0.0,900,900,900,900,900,900,900,900,900,900,900
GET,/tools.descartes.teastore.webui/product?id=115,3,0,1200.0,1192.398124995331,918.9522920059972,1437.1743749943562,103067.0,0.08266405724179456,0.0,1200,1200,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/tools.descartes.teastore.webui/product?id=116,2,0,333.29495799262077,1012.362083492917,333.29495799262077,1691.4292089932133,106777.0,0.0551093714945297,0.0,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
GET,/tools.descartes.teastore.webui/product?id=117,1,0,1106.2250419927295,1106.2250419927295,1106.2250419927295,1106.2250419927295,101319.0,0.02755468574726485,0.0,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
GET,/tools.descartes.teastore.webui/product?id=118,3,0,1200.0,1149.8470836668275,929.8703329986893,1363.8742089970037,104127.0,0.08266405724179456,0.0,1200,1200,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/tools.descartes.teastore.webui/product?id=119,2,0,472.4512090033386,706.1132919916417,472.4512090033386,939.7753749799449,105248.0,0.0551093714945297,0.0,940,940,940,940,940,940,940,940,940,940,940
GET,/tools.descartes.teastore.webui/product?id=12,3,0,870.0,906.5745553331604,448.6976249900181,1398.8461249973625,102906.0,0.08266405724179456,0.0,870,870,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/tools.descartes.teastore.webui/product?id=120,1,0,1087.7947910048533,1087.7947910048533,1087.7947910048533,1087.7947910048533,106034.0,0.02755468574726485,0.0,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
GET,/tools.descartes.teastore.webui/product?id=121,1,0,707.247542013647,707.247542013647,707.247542013647,707.247542013647,103478.0,0.02755468574726485,0.0,710,710,710,710,710,710,710,710,710,710,710
GET,/tools.descartes.teastore.webui/product?id=122,1,0,1803.4824159985874,1803.4824159985874,1803.4824159985874,1803.4824159985874,101143.0,0.02755468574726485,0.0,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
GET,/tools.descartes.teastore.webui/product?id=123,3,0,1400.0,994.6481806691736,167.04341699369252,1454.22383400728,102233.0,0.08266405724179456,0.0,1400,1400,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/tools.descartes.teastore.webui/product?id=124,2,0,1000.0,1017.9616669920506,998.6428339907434,1037.2804999933578,103285.0,0.0551093714945297,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
GET,/tools.descartes.teastore.webui/product?id=125,3,0,1600.0,1559.1497780017864,1100.2285830036271,1947.4230420019012,103967.0,0.08266405724179456,0.0,1600,1600,1900,1900,1900,1900,1900,1900,1900,1900,1900
GET,/tools.descartes.teastore.webui/product?id=126,2,0,1427.9346670082305,1449.9420624924824,1427.9346670082305,1471.9494579767343,103255.0,0.0551093714945297,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/tools.descartes.teastore.webui/product?id=128,2,0,1000.7394590065815,1186.060729509336,1000.7394590065815,1371.3820000120904,102738.0,0.0551093714945297,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/tools.descartes.teastore.webui/product?id=13,2,0,982.762667001225,1293.0137499934062,982.762667001225,1603.2648329855874,104811.0,0.0551093714945297,0.0,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
GET,/tools.descartes.teastore.webui/product?id=130,1,0,2246.390499989502,2246.390499989502,2246.390499989502,2246.390499989502,105299.0,0.02755468574726485,0.0,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200
GET,/tools.descartes.teastore.webui/product?id=131,2,0,440.0,993.0301455024164,437.61133300722577,1548.448957997607,103012.0,0.0551093714945297,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/tools.descartes.teastore.webui/product?id=132,1,0,1363.5039590008091,1363.5039590008091,1363.5039590008091,1363.5039590008091,104638.0,0.02755468574726485,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/tools.descartes.teastore.webui/product?id=133,2,0,1118.4507080179173,1158.981541520916,1118.4507080179173,1199.5123750239145,104122.0,0.0551093714945297,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/tools.descartes.teastore.webui/product?id=134,2,0,503.07762500597164,748.2725830050185,503.07762500597164,993.4675410040654,104143.0,0.0551093714945297,0.0,990,990,990,990,990,990,990,990,990,990,990
GET,/tools.descartes.teastore.webui/product?id=136,1,0,1118.0638750083745,1118.0638750083745,1118.0638750083745,1118.0638750083745,103325.0,0.02755468574726485,0.0,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
GET,/tools.descartes.teastore.webui/product?id=137,2,0,1739.3890410021413,2179.415833001258,1739.3890410021413,2619.4426250003744,105026.0,0.0551093714945297,0.0,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
GET,/tools.descartes.teastore.webui/product?id=139,1,0,1154.4652919983491,1154.4652919983491,1154.4652919983491,1154.4652919983491,103894.0,0.02755468574726485,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/tools.descartes.teastore.webui/product?id=140,3,0,1300.0,1191.7588333211218,857.703916990431,1456.5644999966025,102225.0,0.08266405724179456,0.0,1300,1300,1500,1500,1500,1500,1500,1500,1500,1500,1500
