Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=136,9,0,600.0,617.7948894393113,503.57223115861416,872.6008329540491,28991.222222222223,0.07542534997864901,0.0,600,610,630,670,870,870,870,870,870,870,870
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=137,3,0,670.0,656.6821107019981,538.37003512308,764.5651120692492,28585.666666666668,0.02514178332621634,0.0,670,670,760,760,760,760,760,760,760,760,760
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=138,7,0,660.0,682.1795366704464,458.91842106357217,858.0480488017201,28945.0,0.05866416109450479,0.0,660,800,810,810,860,860,860,860,860,860,860
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=139,6,0,730.0,804.784904156501,483.5178549401462,1355.4946770891547,28871.666666666668,0.05028356665243268,0.0,810,810,870,870,1400,1400,1400,1400,1400,1400,1400
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=14,1,0,717.7068828605115,717.7068828605115,717.7068828605115,717.7068828605115,28798.0,0.008380594442072113,0.0,720,720,720,720,720,720,720,720,720,720,720
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=140,8,0,680.0,695.5600850633346,424.7888159006834,1222.5851169787347,28798.875,0.0670447555365769,0.0,690,720,720,720,1200,1200,1200,1200,1200,1200,1200
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=141,6,0,470.0,538.9944588144621,377.54677329212427,795.6780306994915,28798.0,0.05028356665243268,0.0,530,530,640,640,800,800,800,800,800,800,800
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=142,8,0,640.0,579.5240610023029,299.9422359280288,732.0111570879817,29010.0,0.0670447555365769,0.0,650,700,730,730,730,730,730,730,730,730,730
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=143,3,0,690.0,705.200421779106,564.5210002548993,865.8010251820087,28399.0,0.02514178332621634,0.0,690,690,870,870,870,870,870,870,870,870,870
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=144,4,0,460.0,517.7249602274969,316.64623506367207,718.8614951446652,28491.5,0.03352237776828845,0.0,570,570,720,720,720,720,720,720,720,720,720
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=145,5,0,640.0,593.0965517647564,311.13898614421487,824.8393721878529,29349.4,0.041902972210360566,0.0,640,640,640,820,820,820,820,820,820,820,820
