Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=192,4,0,120.0,159.4561570091173,98.90847187489271,291.2794598378241,29211.75,0.06711352839022312,0.0,130,130,290,290,290,290,290,290,290,290,290
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=194,1,0,256.1332890763879,256.1332890763879,256.1332890763879,256.1332890763879,29367.0,0.01677838209755578,0.0,260,260,260,260,260,260,260,260,260,260,260
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=195,1,0,152.15937932953238,152.15937932953238,152.15937932953238,152.15937932953238,29950.0,0.01677838209755578,0.0,150,150,150,150,150,150,150,150,150,150,150
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=196,4,0,130.0,135.76202001422644,112.94973781332374,153.03103998303413,29079.5,0.06711352839022312,0.0,150,150,150,150,150,150,150,150,150,150,150
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=197,1,0,68.60082782804966,68.60082782804966,68.60082782804966,68.60082782804966,28202.0,0.01677838209755578,0.0,69,69,69,69,69,69,69,69,69,69,69
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=199,5,0,150.0,143.5920812189579,120.8740291185677,162.29404881596565,29016.0,0.0838919104877789,0.0,150,150,150,160,160,160,160,160,160,160,160
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=20,6,0,150.0,146.26890358825526,119.9398492462933,164.2387672327459,28362.5,0.10067029258533468,0.0,160,160,160,160,160,160,160,160,160,160,160
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=200,3,0,110.78760400414467,119.38086772958438,110.78760400414467,134.41804284229875,28407.0,0.05033514629266734,0.0,110,110,130,130,130,130,130,130,130,130,130
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=201,3,0,120.0,138.8552876499792,114.28727302700281,182.7880167402327,28226.0,0.05033514629266734,0.0,120,120,180,180,180,180,180,180,180,180,180
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=203,4,0,140.0,149.50950862839818,107.51896863803267,185.62170583754778,28645.0,0.06711352839022312,0.0,160,160,190,190,190,190,190,190,190,190,190
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=204,2,0,124.52241592109203,142.41826813668013,124.52241592109203,160.31412035226822,28787.5,0.03355676419511156,0.0,160,160,160,160,160,160,160,160,160,160,160
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=205,1,0,134.28628304973245,134.28628304973245,134.28628304973245,134.28628304973245,28212.0,0.01677838209755578,0.0,130,130,130,130,130,130,130,130,130,130,130
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=206,2,0,170.0,186.52572319842875,167.4669492058456,205.5844971910119,28427.5,0.03355676419511156,0.0,210,210,210,210,210,210,210,210,210,210,210
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=207,2,0,110.0,127.02112598344684,108.14800905063748,145.8942429162562,28209.0,0.03355676419511156,0.0,150,150,150,150,150,150,150,150,150,150,150
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=209,1,0,146.54387021437287,146.54387021437287,146.54387021437287,146.54387021437287,28778.0,0.01677838209755578,0.0,150,150,150,150,150,150,150,150,150,150,150
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=21,1,0,162.96214796602726,162.96214796602726,162.96214796602726,162.96214796602726,29948.0,0.01677838209755578,0.0,160,160,160,160,160,160,160,160,160,160,160
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=210,2,0,140.0,148.8364259712398,138.83719220757484,158.83565973490477,28790.0,0.03355676419511156,0.0,160,160,160,160,160,160,160,160,160,160,160
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=211,1,0,158.65757642313838,158.65757642313838,158.65757642313838,158.65757642313838,29949.0,0.01677838209755578,0.0,160,160,160,160,160,160,160,160,160,160,160
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=212,4,0,120.0,147.06617314368486,91.11733688041568,202.43305107578635,28357.25,0.06711352839022312,0.0,170,170,200,200,200,200,200,200,200,200,200
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=213,2,0,124.3706326931715,125.7192229386419,124.3706326931715,127.06781318411231,29349.0,0.03355676419511156,0.0,130,130,130,130,130,130,130,130,130,130,130
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=214,6,0,130.0,141.53090942030153,104.5885463245213,208.10324186459184,28791.666666666668,0.10067029258533468,0.0,130,130,150,150,210,210,210,210,210,210,210
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=215,4,0,130.0,146.43065980635583,121.71079404652119,193.77620425075293,28494.5,0.06711352839022312,0.0,140,140,190,190,190,190,190,190,190,190,190
